id,participant_id,started_at,drag_completed,tap_completed,hold_completed,completed,completed_at,device_info,notes,session_type
7b4a12ca-f071-46fb-a0c0-6de3942f3ee5,7d36b6ba-b140-4742-ab9d-83cffd5a3b21,2026-07-23 19:52:56.201+00,true,true,true,true,2026-07-23 19:55:31.915+00,,,main
d5728770-7d42-463e-9703-8205bd3d9d91,7d36b6ba-b140-4742-ab9d-83cffd5a3b21,2026-07-23 19:50:51.865+00,true,true,true,true,2026-07-23 19:52:51.8+00,,,practice
