id,participant_id,started_at,drag_completed,tap_completed,hold_completed,completed,completed_at,device_info,notes,session_type
b54500b0-f6db-4a39-b9a7-c0ebd72d8411,f35b8eec-860f-4bcc-a9ab-ea090b501553,2026-07-30 17:24:44.972+00,true,true,true,true,2026-07-30 17:27:27.593+00,,,practice
bcc757c8-ec45-41f0-9107-a245836efdae,f35b8eec-860f-4bcc-a9ab-ea090b501553,2026-07-30 17:27:36.803+00,true,true,true,true,2026-07-30 17:30:08.666+00,,,main
